link,headline,category,short_description,author,date,text
https://www.huffpost.com/entry/netanyahu-has-sidestepped-accountability-for-failing-to-prevent-hamas-attack_n_6543da0ee4b06bc01e236e26,Netanyahu Has Sidestepped Accountability For Failing To Prevent Hamas Attack,World News,"“This debacle will be investigated. Everyone will have to give answers, including me,” Netanyahu said, two and half weeks after the attack.",Tia Goldenberg,2023-11-02 00:00:00,a growing list of israeli officials have accepted responsibility for failing to prevent hamas brutal attack on israeli communities during the oct 7 incursion that triggered the current conspicuously absent from that roll call is prime minister benjamin netanyahu following the which saw the deadliest day for israelis since the country was established 75 years ago netanyahu has repeatedly sidestepped accountability he has instead blamed others in what critics say shows a leader thinking more about his own political survival than soothing and steering netanyahu is fighting a personal battle of survival and that takes precedence over fighting israel s war against hamas said netanyahu biographer and journalist anshel pfeffer as part of that battle he s prepared to malign those who are now commanding israel s army and intelligence services when hundreds of hamas militants broke down israel s seemingly impenetrable security systems and stormed through its communities israel s vaunted security forces were some 1 400 people were killed and it took hours for soldiers to arrive the war has killed more than 9 000 palestinians according to palestinian health officials and ravaged many parts of the gaza strip the attack also among israeli military intelligence and political leaders that hamas was uninterested in a new conflict and that israel s military power served as a deterrent israel s top security brass including the military chief of staff the defense minister and the head of the domestic security agency shin bet came forward and accepted responsibility for the blunder in the days after the attack netanyahu however has not taken outright responsibility for the missteps that led up the horrific attack despite serving as prime minister for 13 of the past 14 years he says there will be time for investigations after the war this debacle will be investigated everyone will have to give answers including me netanyahu said two and half weeks after the attack but he has brushed off criticism and rejected suggestions that he should resign the only thing that i intend to have resign is hamas we re going to resign them to the dustbin of history he told reporters last weekend that s my responsibility netanyahu a polarizing figure in israel has also faced criticism over his response to the crisis he has been accused of failing to unite the nation with any resounding uplifting speech or act many israelis have who visited israel in the days after the attack as having better fulfilled that role netanyahu was criticized for waiting many days to visit with by hamas who mainly came from liberal leaning communal farms that tend not to vote for netanyahu the and israelis bemoan to address the urgent needs of 250 000 displaced israelis but the biggest uproar came over the weekend when in a late night tweet netanyahu pointedly blamed his security chiefs for the debacle saying he never received any warning from them about hamas intentions and that on the contrary he was guided by their advice that hamas was deterred netanyahu s new wartime governing partner slammed it during war leadership must act responsibly benny gantz a former military chief of staff posted on x formerly twitter calling on netanyahu to take back his words netanyahu deleted the tweet and later apologized saying it should not have been said but critics say the damage has been done idit shafran gittleman a senior researcher at israel s institute for national security studies said the tweet came at a time when faith in israel s security services is at a nadir there is harm to the security brass but also harm to the faith of soldiers on the ground who see their prime minister focused on things other than winning the war clashes between netanyahu and his security chiefs aren t new shafran gittleman pointed to his apparent refusal this year to accept their warnings that scores of senior reservists and fighter pilots key pillars of the military had threatened to stop serving if the overhaul continued though they have rushed back to duty since oct 7 netanyahu s allies and the core of his nationalist base say the israeli leader is facing unfair and poorly timed criticism by the same figures in the media and in the public who have long opposed him either we wait until a public inquiry that will determine who is to blame and for now we focus on victory over hamas or already now everyone blames everyone and netanyahu also has the right to respond shimon riklin a journalist close to netanyahu posted on x the attack and its aftermath have undeniably posed the biggest challenge to netanyahu s lengthy tenure and will likely forever stain his legacy it has shattered his carefully manicured image as a strong leader with burnished security credentials who has worked tirelessly to protect israel from its myriad threats opinion polls show support for netanyahu s likud party has tanked the public views him as significantly less fit to rule than his main political opponent gantz and his current coalition has nowhere near the support needed to govern were elections held today this is also not the first time netanyahu has shirked blame for a crisis on his watch he has dismissed a part of a media orchestrated witch hunt against him and last year into the deaths of 45 people at a stampede at a jewish pilgrimage site netanyahu said he was unaware of the issues that may have led to the trampling you can t take responsibility for what you don t know he said noam tibon a former military general who and rescued his son and his family from the hamas attack said the country needed unity to win the war but that netanyahu was sowing division every israeli needs to ask do i believe that netanyahu can lead israel to victory in this war 
https://www.huffpost.com/entry/hunter-biden-addiction-disinformation-campaign_n_6543c467e4b06bc01e235285,Hunter Biden: My Addiction Isn't Fodder For 'Vile' Conservative Smear Campaign,Politics,"Biden accused his father's critics of ""weaponizing"" his own addiction for political gain, and of demonizing people struggling with substance misuse.",Kelby Vera,2023-11-02 00:00:00, is accusing opponents of his father president of weaponizing his own addiction for political gain in a raw essay on wednesday biden wrote about how his issues with substance misuse have affected his family and tore into conservatives for using his behavior to smear the president hunter acknowledged the impact of his own struggles and mistakes but argued that his actions have become fodder for a vile and sustained disinformation campaign that alienates families facing similar challenges across america in the essay he wondered how the denigrating and near constant coverage of his challenges may have hurt other less privileged people looking for a path to recovery the weaponization of my addiction by partisan and craven factions represents a real threat to those desperate to get sober but are afraid of what may await them if they do biden wrote putting aside his and the that have been following his father biden wrote what troubles me is the demonization of addiction of human frailty using me as its avatar and the devastating consequences it has for the millions struggling with addiction biden then turned to the personal attacks against him and his family telling right wing figures like former donald trump adviser steve bannon and former trump lawyer rudy giuliani that his addiction does not justify their efforts to debase and dehumanize me for their own gains he thanked his family for giving him the support and space to seek sincere redemption and apologized for making them endure this shaming and humiliation beside him reflecting on how his pain can guide others biden told readers the effort of recovery is something that should be celebrated 
https://www.huffpost.com/entry/israel-under-pressure-to-pause-fighting-as-battles-intensify-near-gaza-city_n_6543d002e4b00f9ca31eee5e,"Israeli Troops Advance Toward Gaza City As The Palestinian Death Toll Rises Above 9,000",World News,"With no end in sight after nearly four weeks of war, U.S. and Arab leaders raised pressure on Israel to ease its siege and at least briefly halt its attacks.","Wafaa Shurafa, Jack Jeffery, Lee Keath",2023-11-02 00:00:00,deir al balah gaza strip ap israeli troops encircled gaza city on thursday the military said as the palestinian death toll rose above 9 000 u s and arab leaders raised pressure on israel to ease its siege of gaza and at least briefly halt its attacks in order to aid civilians nearly four weeks after sparked the war u s secretary of state antony blinken was heading to the region for talks friday in israel and jordan following president s in the fighting the aim would be to let in aid for palestinians and let out more foreign nationals and wounded around 800 people left over the past two days israel did not immediately respond to biden s suggestion but prime minister benjamin netanyahu who has previously said thursday we are advancing nothing will stop us he vowed to destroy hamas rule in the gaza strip an airstrike thursday smashed a residential building to rubble in the bureij refugee camp several miles south of gaza city one boy his face covered in blood cried as workers dug him out of the dirt and wreckage others rushed wounded men and women covered in dust away on stretchers or wrapped in blankets at a nearby hospital doctors tried to stanch the flow of blood from the head of a child laid out on the floor at least 15 people were killed gaza s civil defense spokesperson said and residents said dozens more were believed buried the strike took place in the southern zone where israel has told residents of the north to flee but which has also faced repeated bombardment blinken s visit will unfold as arab countries including those allied with the u s and at peace with israel have expressed mounting unease with the war jordan recalled its ambassador from israel and told israel s envoy to remain out of the country until there s a halt to the war and the humanitarian catastrophe a flurry of heavy explosions raised clouds of smoke over gaza city on thursday al jazeera television which continues to broadcast from the city said israeli airstrikes were hitting an area of apartment towers in the tel al hawa neighborhood the barrage hit around 100 meters yards from al quds hospital the palestinian red crescent society said in post on x it said there were deaths and injuries but gave no more details there was no immediate comment by the israeli military on the strikes israel says it targets hamas fighters and infrastructure and that the group endangers civilians by operating among them and in tunnels under civilian areas the u s has pledged unwavering support for israel after hamas militants killed hundreds of men women and children on oct 7 and took some 240 people captive but the biden administration has pushed for israel to let more aid into gaza amid growing alarm in the region over the destruction and humanitarian crisis in the tiny mediterranean enclave have been killed in 25 days of fighting more than six times the 560 children that the u n has reported killed in 19 months of war in ukraine as of oct 8 bombardment has driven more than half the territory s 2 3 million people from their homes food water and fuel are running low under israel s siege and overwhelmed hospitals warn they are on the verge of collapse israel has allowed more than 260 trucks carrying food and medicine through the crossing but aid workers say it s not nearly enough israeli authorities have refused to allow fuel in saying hamas is hoarding fuel for military use and would steal new supplies white house national security spokesman john kirby said the u s was not advocating for a general cease fire but a temporary localized pause in a sign that israel might be feeling the international pressure the military put out a late night statement in english insisting it did not want civilians to be harmed i want to make something very clear military spokesman brig gen daniel hagari said in a recorded video israel is at war with hamas israel is not at war with the civilians in gaza israel and the u s seem to have if hamas rule in gaza is brought down a key question on blinken s agenda on his upcoming visit according to the state department earlier in the week blinken suggested that the palestinian authority govern gaza hamas drove the authority s forces out of gaza in its 2007 takeover of the territory the authority now holds limited powers in some parts of the israeli occupied west bank military officials said israeli forces had completely encircled gaza city a densely packed cluster of neighborhoods that israel says is the center of hamas military infrastructure and includes a vast network of underground tunnels bunkers and command centers israeli forces are fighting in a built up dense complex area said the military s chief of staff herzi halevy hagari said israeli forces were in face to face battles with militants calling in airstrikes and shelling when needed he said they were inflicting heavy losses on hamas fighters and destroying their infrastructure with engineering equipment casualties on both sides are expected to rise as israeli troops advance toward the of gaza city on thursday israeli planes dropped leaflets warning residents to immediately evacuate the shati refugee camp which borders gaza city s center time is up the leaflets read warning that strikes with crushing force against hamas fighters were coming hundreds of thousands of palestinians remain in the path of fighting in northern gaza despite israel s repeated calls for them to evacuate many have crowded into u n facilities hoping for safety four u n schools turned shelter in northern gaza and bureij were hit in the past day killing 24 people according to philippe lazzarini general secretary of the u n agency for palestinian refugees known as unrwa at least 9 061 palestinians have been killed in the war mostly women and minors and more than 32 000 people have been wounded said thursday without providing a breakdown between civilians and fighters is without precedent in decades of israeli palestinian violence over 1 400 people have died on the israeli side mainly civilians killed during hamas initial attack also an unprecedented figure nineteen israeli soldiers have been killed in gaza since the start of the ground operation a suspected militant shot to death an israeli reserve soldier driving near a west bank settlement thursday the military and medics said rocket fire from gaza into israel and daily skirmishes between israel and lebanon s hezbollah militants have disrupted life for millions of israelis and forced an estimated 250 000 to evacuate border towns rockets fired from lebanon injured two people when they hit the northern israeli town of kiryat shmona medical services said hamas said earlier on thursday it fired 12 rockets from lebanon hezbollah attacked israeli positions in the north with drones mortar fire and suicide drones the israeli military said it retaliated with warplanes and helicopter gunships four lebanese civilians were killed state media there said four palestinians including three teenagers were shot dead thursday in different parts of the occupied west bank the palestinian health ministry said more than 130 palestinians have been killed in the west bank since the start of the war mainly in violent protests and gunbattles during israeli arrest raids on thursday 342 palestinians with foreign passports 21 injured in the fighting and an additional 21 companions left gaza through the rafah crossing into egypt according to wael abu omar a spokesman for the palestinian crossings authority at least and their companions were evacuated wednesday he said u s officials said 79 americans were among those who have gotten out the u s has said it is trying to evacuate 400 americans with their families egypt has said it will not accept an influx of palestinian refugees 
https://www.huffpost.com/entry/eric-trump-fraud-trial-testimony_n_6543fda6e4b06bc01e238a1c,Eric Trump Confronted With Emails After Denying Knowledge Of Trump Finances,U.S. News,Financial statements on how much the Trump Organization's assets were worth are key to the New York fraud trial.,"Jennifer Peltz, Michael R. Sisak",2023-11-02 00:00:00,new york ap eric trump one of two sons entrusted to run s real estate empire swore thursday that he was never involved with financial statements that new york state lawyers say fraudulently puffed up the ex president s wealth and the worth of the family business but when shown a decade old email asking him for information for one of his dad s financial statements the irritated son strove to clarify we re a major organization a massive real estate organization yes i m fairly sure i understand that we have financial statements absolutely eric trump testified at the family s and company s civil fraud trial but the trump organization executive vice president insisted i had no involvement and never worked on my father s statement of financial condition though another trump organization executive has testified that eric trump was on a video call about his father s financial statement as recently as 2021 the son said he couldn t remember it i m on a thousand calls a day he said eric trump followed brother and fellow trump organization executive vice president to the stand on a closely watched and sometimes fractious day in the trial the day ended with judge arthur engoron suggesting he might expand a gag order after defense lawyers again criticized his law clerk s role in the case early in the trial engoron barred participants in the case from smearing his staff after donald trump maligned the clerk on social media the former president has been a total of 15 000 for what the judge said were violations trump s lawyers have repeatedly complained about the clerk passing notes to the judge during testimony a practice the attorneys suggest is inappropriate and unfair to them engoron says he has an absolutely unfettered right to the clerk s advice when the defense complained again thursday with eric trump watching quietly from the witness stand a sometimes table pounding engoron said he might expand the gag order to include attorneys if anyone refers to a member of his staff again the former president his adult sons and other defendants deny wrongdoing in the case brought by new york attorney general letitia james she accuses them of inflating the ex president s net worth on his annual statement of financial condition documents which were given to banks insurers and others to secure loans and make deals so sad to see my sons being persecuted in a political witch hunt the republican 2024 presidential front runner wrote on his truth social platform thursday james and engoron are democrats donald trump is slated to testify monday followed by his daughter ivanka on wednesday an appeals court late thursday denied her request to delay her testimony eric trump will return to the witness stand friday his role at the family business got attention earlier in the trial when a decade ago in sizing up the value of the and both in new york s suburban westchester county according to the lawsuit donald trump s financial statements went on to list the properties at estimated values over twice the appraiser s rough numbers eric trump testified that he hardly remembered the appraiser s name let alone the appraisals as he started his testimony he said he never had anything to do with the statement of financial condition didn t believe he d ever seen one was not personally aware of the document and didn t know anything about it really until this case came into fruition it s not what i did for the company said the son who has said he focuses on building and operating properties state lawyer andrew amer then showed him 2013 emails from then trump organization controller jeffrey mcconney in one mcconney told eric trump then in a different role at the company that he was working on your father s statement of financial condition and needed information on one of the company s properties in another message mcconney said he was working on the notes to mr trump s annual financial statement and asked eric trump and others for an update on recent major construction work yes i know jeff mcconney does financial statements for my father eric trump said shifting back in his chair soon after he sprang into his answer about the massive real estate organization his voice rising as he spoke emails and documents indicated he had answered mcconney s requests but when asked to concede that he was actually very familiar with the financial statements eric trump cast the messages as just answering an accounting colleague s request for a property description i just don t think it would have registered that they were for the financial statement he said donald trump jr for his part that he dealt with the financial statements only in passing while relying on assurances from company finance executives and an outside accounting firm that the information was accurate during his second day on the witness stand thursday he said that despite james allegations he still believed his father s financial statements were materially accurate the former president has said that the documents if anything lowballed his wealth trump jr also revealed that gaming giant bally s recently paid the trump organization 60 million to buy the right to operate a public golf course in new york city the terms of the lease transfer for the former trump golf links ferry point in the bronx hadn t previously been disclosed outside the courthouse trump jr told reporters he thought his testimony went really well if we were actually dealing with logic and reason the way business is conducted unfortunately the attorney general has brought forth a case that is purely a political persecution he said i think it s a truly scary precedent for new york for me for example before even having a day in court i m apparently guilty of fraud for relying on my accountants to do wait for it accounting 
https://www.huffpost.com/entry/marjorie-taylor-greene-failed-censure_n_6543bcb2e4b06bc01e2346be,Marjorie Taylor Greene Lashes Out Over Failed Censure Of Rashida Tlaib,Politics,"Greene blasted ""vaping groping Lauren Boebert"" and other Republicans over her failed resolution trivializing the idea of an ""insurrection"" at the Capitol.",Arthur Delaney,2023-11-02 00:00:00,washington rep r ga is furious with her republican colleagues for blocking her that claimed a democrat had incited an insurrection in a capitol office building in a series of social media posts since wednesday evening greene has blasted out the names of the 23 who joined all in against rep rashida tlaib d mich calling them feckless and claiming they d voted to destroy our country one of the no votes rep chip roy r texas said the resolution made legally and factually unverified claims including the claim of leading an insurrection prompting a nasty response from greene oh shut up colonel sanders you re not even from texas more like the dmv greene referring to roy s goatee and upbringing in the washington d c area in greene complained roy voted to kick her out of the freedom caucus a far right group of house republicans but keep wannabe ken buck and vaping groping lauren boebert in an effort to trivialize the capitol riot on jan 6 2021 which has been called an insurrection because it was part of an effort to overthrow the 2020 presidential election greene s resolution falsely claimed tlaib led an insurrection at the united states capitol complex during a protest in october tlaib called for a cease fire in the israel hamas war during a rally outside the capitol in october hundreds of people then entered a public house office building and got arrested for continuing their demonstration unlike the trump supporters who stormed the capitol in january 2021 the peace activists filed through metal detectors rather than rioting against police and smashing through a window some republicans said they disliked tlaib s israel statements but couldn t go along with crying insurrection over civil disobedience in a house office building even though they don t think jan 6 counted as an insurrection they were protesting inside of a building they broke the rules that doesn t mean it was an insurrection rep barry loudermilk r ga who has led the republican counter investigation into the bipartisan jan 6 investigation that concluded last year told huffpost i think the resolution was poorly worded and i also don t think it was proper to censure someone who is expressing their first amendment rights loudermilk voted in favor of greene s resolution in an interview greene complained that conservatives would rather put on their powdered white wigs and write strongly worded letters and talk tough on their media hits than actually hold the democrats accountable and force them to play by their own rules huffpost asked if forcing democrats to play by their own rules such as by accusing a democrat of inciting an insurrection just because democrats have made that accusation against republicans meant she thought republicans should say something she doesn t think is true i m wanting my party to actually do what they say instead of talking tough all the time and going back to their voters and saying they re going to hold people accountable and yet they do nothing to hold anyone accountable greene said as for tlaib greene said she s literally a terrorist in the house of representatives which is not true 
https://www.huffpost.com/entry/desmond-mills-changes-plea-to-guilty-tyre-nichols-death_n_6543e2b5e4b00f9ca31f01ac,"Ex-Memphis Officer Pleads Guilty To State, Federal Charges In Tyre Nichols’ Death",Crime,"Desmond Mills Jr. has also agreed to cooperate with prosecutors, who are recommending a 15-year sentence for his role in Nichols' death.",JONATHAN MATTISE AND TRAVIS LOLLER,2023-11-02 00:00:00,memphis tenn ap a former memphis police officer changed his plea to guilty thursday in the fatal beating of becoming the first of five officers charged to reverse course desmond mills jr entered his plea during a hearing at the memphis federal courthouse as part of a larger agreement to settle charges in state court as well it wasn t immediately clear whether the four other officers would follow suit their attorneys declined to comment on mills guilty plea mills pleaded guilty to federal charges of excessive force and obstruction of justice and agreed to plead guilty to related state charges mills also agreed to cooperate with prosecutors who are recommending a 15 year sentence the final sentencing decision rests with the judge sentencing is scheduled for may 22 the nichols beating in january was one in a string of violent encounters between police and black people that sparked protests and renewed debate about police brutality and the need to for police reform in the u s mills and four other former memphis police department officers were with using excessive force failing to intervene deliberate indifference and conspiring to lie as well as obstruction of justice after they were caught on camera punching kicking and beating nichols on jan 7 he died three days later the five former officers mills tadarrius bean demetrius haley emmitt martin and justin smith pleaded not guilty to second degree murder and other charges in state court mills is the first to agree to change that plea to guilty nichols family supports the plea agreement according to shelby county district attorney steve mulroy i join tyre s family in saying this is a fair result given mr mills level of involvement and his willingness to cooperate with us mulroy said in a news release his cooperation will help us bring to justice all those criminally responsible while also identifying needs for systemic reform within the police department the plea agreement sets out mills role in the fatal beating detailing how he pepper sprayed nichols three times before pulling out a baton and yelling i m about to baton the expletive out of you he repeatedly struck nichols who was on the ground and surrounded by officers never giving him an opportunity to comply with the command give us your hands after the beating mills and his fellow officers discussed taking turns hitting nichols hitting nichols with straight haymakers and everybody rocking nichols during these conversations the officers discussed hitting nichols to make him fall and observed that when nichols did not fall from these blows they believed they were about to kill him according to the plea agreement martin used hand signals to indicate to mills that his body camera was still recording mills removed the camera and placed it on the back of a patrol car the agreement states that when the officers spoke later they were concerned about the body camera recording and conspired to mislead investigators the remaining four officers have a may 6 trial date in federal court a trial has not yet been set in state court the five former officers who were charged also are black they were fired from the department and the crime suppression team they were part of was disbanded kristen clarke who leads the u s department of justice s civil rights division said at a sept 13 news conference that the five former officers used excessive force failed to advise medical personnel about nichols injuries and conspired to cover up their misconduct the indictment says the officers failed to tell dispatchers their supervisor and emergency medical technicians that they knew nichols had been hit repeatedly it alleged they were trying to cover up their use of force and shield themselves from criminal liability the indictment alleges the officers used their body cameras to limit what evidence was captured at the scene police said they pulled nichols over because he was driving recklessly but police chief cerelyn cj davis said no evidence was found to support that allegation nichols ran from officers who tried to restrain him he ran toward his home and pleaded for his mother as he was pummeled just steps from his house showed nichols died from blows to the head and that the manner of death was homicide the report described brain injuries cuts and bruises to the head and other parts of the body 
https://www.huffpost.com/entry/timothoes-powell-accused-circumcise-cousin_n_6543ec20e4b00f9ca31f0895,Florida Man Accused Of Attempting To Circumcise 2-Year-Old Cousin,Crime,"Timothoes Powell claimed the cuts were accidental, but a doctor and a nurse who investigated the boy's injuries said they were too precise to be a mistake.",David Moye,2023-11-02 00:00:00,a florida man is facing the boy was taken to the hospital where doctors had to repair the injury by gluing the skin hospital officials feared some type of abuse was happening at the residence and surveillance cameras in the home showed pollice learned about the incident on oct 21 from an investigator with the florida when powell was asked about the injuries he allegedly said he d grown frustrated with the boy and lost his temper and that but both a nurse and a doctor working for the dcf said the cut was too clean and precise to be accidental according to his next court date is nov 21 
https://www.huffpost.com/entry/keffe-d-tupac-shakur-murder-not-guilty_n_6543ff2ee4b06bc01e238bea,Man Charged With Murder In 1996 Killing Of Tupac Shakur Pleads Not Guilty,U.S. News,Duane Keith “Keffe D” Davis is the only person ever charged with a crime in the case.,KEN RITTER,2023-11-02 00:00:00,las vegas ap a former southern california street gang leader pleaded not guilty thursday to murder in the 1996 killing of rap music icon tupac shakur in las vegas a charge prompted by his own descriptions in recent years about orchestrating the deadly drive by shooting duane keith keffe d davis is the who was in the vehicle from which shots were fired and the only person ever charged with a crime in the case in court on thursday davis stood in shackles as he awaited proceedings and waved to his wife son and daughter in the packed spectator gallery not guilty davis said when clark county district court judge tierra jones asked for his plea the judge told davis that prosecutors are not seeking the death penalty in the case which could put davis in prison for the rest of his life if he is convicted jones also named county special public defenders robert arroyo and charles cano to represent davis at taxpayer expense after davis lost his bid to hire private defense goodman two weeks ago said prosecutors lack witnesses and including a gun or vehicle for the killing committed 27 years ago outside the courtroom on thursday goodman said davis was still trying to hire him davis family members declined to comment clark county district attorney steve wolfson told reporters that he and a panel of prosecutors decided the case against davis was not the kind of case that should proceed with the asking of the death penalty he didn t specify reasons for that decision wolfson also declined to respond to goodman s criticism of the evidence saying that a jury will weigh the results of the police investigation in court davis wore dark blue jail garb and answered several questions telling the judge that he attended a year in college wasn t under the influence of drugs medication or alcohol and he understood he is charged with murder the judge set his next court date for tuesday to schedule the trial davis 60 is originally from compton california he was outside a home in suburban henderson where las vegas police july 17 drawing renewed attention to one of hip hop music s most enduring mysteries davis remains jailed without bail did not testify before the grand jury that indicted him and declined from jail to speak with the associated press the alleges davis obtained and provided a gun to someone in the back seat of a cadillac before the car to car gunfire that mortally wounded shakur and wounded rap music mogul at an intersection just off the las vegas strip shakur died a week later he was 25 knight now 58 is in prison in california serving a for the death of a compton businessman in 2015 he has not responded to messages through his attorneys seeking comment about davis arrest prosecutors allege that shakur s killing in las vegas came out of competition between east coast members of a bloods gang sect and west coast groups of a crips sect including davis for dubbed gangsta rap the grand jury was told the sept 7 1996 shooting in las vegas was retaliation for a brawl hours earlier at a las vegas strip casino involving shakur and davis nephew orlando baby lane anderson prosecutors told a grand jury that davis implicated himself in the killing in multiple interviews and a 2019 tell all memoir that described his life leading a in compton davis has said he obtained a 40 caliber handgun and handed it to anderson a member of davis gang in the back seat of a cadillac though he didn t identify anderson as the shooter anderson then 22 denied involvement in shakur s killing and died two years later in a shooting in his hometown of compton the other back seat passenger and the driver of the cadillac are also dead in his book davis wrote that he told authorities in 2010 what he knew of the killings of shakur and gang rival whose legal name is christopher wallace to protect himself and 48 of his southside compton crips gang associates from prosecution and the possibility of life sentences in prison wallace also known as biggie smalls was shot and in march 1997 six months after shakur s death shakur is largely considered one of the most influential and versatile rappers of all time he had was was inducted into the rock roll hall of fame in 2017 and received this year on the hollywood walk of fame ____ associated press writer rio yamat in las vegas contributed to this report 
https://www.huffpost.com/entry/cornell-cancels-classes-after-antisemitism-threats_n_6543e219e4b06bc01e23748a,"Cornell Cancels Classes After Gun Scare, Antisemitic Threats",U.S. News,"The Ivy League school cited the ""extraordinary stress"" that its campus has been under within the last few weeks.",Nina Golgowski,2023-11-02 00:00:00, has announced the cancellation of all classes on friday citing the extraordinary stress that its new york campus has experienced in recent weeks this includes violent threats against its jewish community and an unfounded weapons sighting friday will serve as a community day a spokesperson for the ithaca school confirmed the decision to huffpost following its announcement to students wednesday no classes will be held and faculty and staff will be excused from work except for employees who provide essential services university officials said in an email to students which was obtained by the school paper we hope that everyone will use this restorative time to take care of yourselves and reflect on how we can nurture the kind of caring mutually supportive community that we all value the letter continued the decision follows a volatile few weeks since war broke out last month between hamas and israel sparking a global rise in antisemitic incidents according to the anti defamation league at cornell a 21 year old junior was for allegedly posting threats to kill or injure another using interstate communications patrick dai to shoot up the school s center for jewish living prompting an increase in police security as the fbi assisted with investigating the threats the following day campus police said someone reported seeing a male carrying a handgun on campus triggering a the sighting was ultimately determined to be unsubstantiated even though it was unsubstantiated it adds to the stress we are all feeling university president martha e pollack said in a wednesday the letter listed ways that the school expects to work to make its community more inclusive and safe these efforts will include new policies that will prohibit doxxing and strengthen its support services to those that are doxxed she said last month a right wing activist group drove a box truck around harvard university s campus linked to a political statement that expressed support for palestinians and criticized the israeli government not all of the students identified personally backed the statement however several ceos regardless identify all students who are members of the school organizations that issued the statements so their companies could decline to hire them 
https://www.huffpost.com/entry/erin-patterson-charged-murder-mushroom-poisoning_n_65438dd4e4b06bc01e231d79,Australian Woman Charged With Murder After In-Laws’ Suspected Mushroom Poisoning,Crime,"Erin Patterson's two in-laws, and one of their relatives, died after eating a meal Patterson made them in July, police said.",Nina Golgowski,2023-11-02 00:00:00,an australian woman with a meal containing lethal death cap mushrooms has been charged with three counts of murder and five counts of attempted murder erin patterson 49 was arrested thursday following a roughly three month investigation into the deaths of her mother and father in law and one of their relatives after they were served a home cooked meal at patterson s house in victoria on july 29 authorities said gail and don patterson both aged 70 and gail s sister heather wilkinson 66 died shortly after consuming the meal wilkinson s husband ian wilkinson 68 was hospitalized in critical condition and needed a liver transplant patterson s estranged husband who reported nearly dying from serious gut problems last year was not present at the meal the couple s two children did attend but patterson told police that the children don t like mushrooms and picked them off the food authorities said police said the attempted murder charges are related to three separate incidents that took place in victoria in 2021 and 2022 it s alleged a 48 year old korumburra man became ill following meals on these dates police said patterson s husband simon patterson posted on social media last year that he was in an induced coma for 16 days and required three emergency operations on his small intestine after falling ill and nearly dying simon suspected he had been poisoned by erin the melbourne based previously reported citing a source close to him there were times he had felt a bit off and it coincided when he spent time with her police did not say what led to the charges now only saying that homicide detectives carried out an incredibly complex methodical and thorough investigation a search of erin patterson s home using police dogs is ongoing victoria police detective inspector dean thomas said at a press conference according patterson told police in august that she threw away a food dehydrator after she was named a suspect in the deaths police recovered the device and performed forensic tests on it patterson has repeatedly insisted on her innocence immediately after the deaths that she can t fathom what has happened i didn t do anything she said at the time i loved them and i m devastated that they re gone police said the victims symptoms were similar to those experienced by people who eat death cap mushrooms the fungi are not native to australia but can be found in several melbourne suburbs and nearby victorian country towns for the australian national botanic gardens it may be very innocent but again we just don t know thomas said in august but it s really interesting four people turn up and three of them have passed away with another one critical death cap mushrooms formally called amanita phalloides are highly toxic even in small amounts whether they are cooked dried or consumed raw they kill more people worldwide than any other foraged mushroom 
https://www.huffpost.com/entry/gabrielle-hanson-claims-election-fraud-franklin-election_n_6543905de4b00f9ca31ea930,Gabrielle Hanson Claims She Lost Tennessee Mayoral Race Due To Election Fraud,Politics,"The result, though, wasn’t even close. Incumbent Ken Moore got almost four times the number of votes election-denier Gabrielle Hanson received.",Marita Vlachou,2023-11-02 00:00:00,the defeated candidate in franklin tennessee s mayoral election last month claims her loss was a result of election fraud gabrielle hanson who has not made any posts on her social media accounts after her resounding loss to incumbent ken moore broke her silence with an appearance on the released sunday outside of i don t think there s anybody that s run for office that s been as persecuted as i was hanson claimed but last month s election result moore got 12 822 votes as opposed to hanson s 3 322 total vote tally yet hanson appears not to be prepared to accept defeat in sunday s podcast she claimed her campaign encountered several voting irregularities even though she didn t offer proof to support her assertions hanson also claimed that some voters had trouble casting their ballots for her she added that one of the poll watchers joshua patrick for the oct 24 election didn t live in franklin and works for nashville mayor freddie o connell a progressive democrat calling that a red flag patrick is a self admitted antifa member because he showed up at one of my meet and greets and told constituents he was anti fascist hanson said we knew he was antifa from a group that we were working with to identify antifa members in the community hanson s candidacy wasn t without controversy during the campaign she that she had been arrested and pleaded no contest to one charge for promoting prostitution in the 1990s meanwhile she was also widely criticized for appearing at a candidate forum with members of the tennessee active club an extremist group supporting white supremacy among the men who they were there to protect hanson was brad lewis who had previously described himself as an actual literal nazi but despite the uproar hanson failed to disavow the group she i m not going to denounce anybody their right to be whatever it is that they want to be whether i agree with what they do in their personal life or not 
